"primary_key","object_id","product_family_id","product_family_name","product_family_number","laststreameddate","itemref","study_id","batch_number","material","sample_id","manufacture_site","stability_site","analysis","measurement","itemcondition","time_point","display_result","entered_result","units","limit_type_id","coa_limit","verification_status"
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d0f-7606-a8fc-a2128d2a2ea4-123-180086404343|GLO|SPEC-00023863|2||>=|90.0|<=|110.0","0196c2da-5d0f-7606-a8fc-a2128d2a2ea4","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404343|GLO|SPEC-00023863|2||>=|90.0|<=|110.0",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CONTENT OD280,A280,"40Â°C/75%RH","3 Months","94.4","94.428",mg/ml,GLO,>=90.0 <=110.0,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d10-7226-a5fd-382be661ef17-123-180086404351|GLO|SPEC-00023863|2||>=|90.0||","0196c2da-5d10-7226-a5fd-382be661ef17","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404351|GLO|SPEC-00023863|2||>=|90.0||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CSDS NON REDUCED,Purity,"40Â°C/75%RH","3 Months","91.4","91.422",%,GLO,>=90.0  ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d10-77f1-984f-faaa4bf0fde2-123-180086404355|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||","0196c2da-5d10-77f1-984f-faaa4bf0fde2","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404355|GLO|SPEC-00023863|2||In|NO NEW PEAK > 1.0% COMPARED TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CSDS NON REDUCED,New peaks,"40Â°C/75%RH","3 Months",No new peak > 1.0% compared to Reference Material,No new peak > 1.0% compared to Reference Material,,GLO,   ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d10-7dcf-9a9e-1326ca28f641-123-180086404353||SPEC-00023863|2|||||","0196c2da-5d10-7dcf-9a9e-1326ca28f641","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404353||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CSDS NON REDUCED,Pre-IgG peak,"40Â°C/75%RH","3 Months","1.2","1.236",%,"",Report result,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-702e-9f64-f2d3b5937111-123-180086404369||SPEC-00023863|2|||||","0196c2da-5d11-702e-9f64-f2d3b5937111","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404369||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 1,"40Â°C/75%RH","3 Months","3.6","3.60",%,"",Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-7543-be55-860093fb4678-123-180086404357|GLO|SPEC-00023863|2||>=|95.0||","0196c2da-5d11-7543-be55-860093fb4678","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404357|GLO|SPEC-00023863|2||>=|95.0||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,SE-HPLC,Main Component,"40Â°C/75%RH","3 Months","95.5","95.4865",%,GLO,>=95.0  ,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-768b-a676-8ca96743da4f-123-180086404361|GLO|SPEC-00023863|2||>|-99999||","0196c2da-5d11-768b-a676-8ca96743da4f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404361|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,SE-HPLC,LMWS,"40Â°C/75%RH","3 Months","1.8","1.8088",%,GLO,Report result,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-7732-94fd-be0be3e5ffed-123-180086404359|GLO|SPEC-00023863|2||>|-99999||","0196c2da-5d11-7732-94fd-be0be3e5ffed","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404359|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,SE-HPLC,HMWS,"40Â°C/75%RH","3 Months","2.7","2.7045",%,GLO,Report result,Pass
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-7a1c-bba2-14d58933de64-123-180086404365|GLO|SPEC-00023863|2||>|-99999||","0196c2da-5d11-7a1c-bba2-14d58933de64","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404365|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,HI HPLC,Pre-peak,"40Â°C/75%RH","3 Months","2.5","2.4503",%,GLO,Report results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-7a68-b21c-6234d2e38f15-123-180086404367|GLO|SPEC-00023863|2||<=|5.0||","0196c2da-5d11-7a68-b21c-6234d2e38f15","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404367|GLO|SPEC-00023863|2||<=|5.0||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,HI HPLC,Post-peak,"40Â°C/75%RH","3 Months","3.5","3.4594",%,GLO,  <=5.0,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d11-7d79-974b-20364d82f3f8-123-180086404363|GLO|SPEC-00023863|2||>=|95.0||","0196c2da-5d11-7d79-974b-20364d82f3f8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404363|GLO|SPEC-00023863|2||>=|95.0||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,HI HPLC,Main Peak,"40Â°C/75%RH","3 Months","94.1","94.0902",%,GLO,>=95.0  ,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d12-734e-8c3e-c55db1aa48ab-123-180086404371|INH|SPEC-00023863|2||In|CONFORMS TO REFERENCE MATERIAL||","0196c2da-5d12-734e-8c3e-c55db1aa48ab","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404371|INH|SPEC-00023863|2||In|CONFORMS TO REFERENCE MATERIAL||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,cIEF,"40Â°C/75%RH","3 Months",Does not conform to reference material,Does not conform to reference material,,INH,   ,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d12-798d-b3cc-0f0affb7560f-123-180086404375||SPEC-00023863|2|||||","0196c2da-5d12-798d-b3cc-0f0affb7560f","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404375||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 3,"40Â°C/75%RH","3 Months","21.6","21.61",%,"",Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d12-7ce2-ac2e-b524b9d1a663-123-180086404373||SPEC-00023863|2|||||","0196c2da-5d12-7ce2-ac2e-b524b9d1a663","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404373||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 2,"40Â°C/75%RH","3 Months","25.6","25.56",%,"",Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d12-7f70-815e-47ce46833450-123-180086404377||SPEC-00023863|2|||||","0196c2da-5d12-7f70-815e-47ce46833450","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404377||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Acidic Peak 4,"40Â°C/75%RH","3 Months","9.0","9.03",%,"",Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d13-710b-81f1-4f97bbab9ace-123-180086404383||SPEC-00023863|2|||||","0196c2da-5d13-710b-81f1-4f97bbab9ace","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404383||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Basic Peak 7,"40Â°C/75%RH","3 Months","5.2","5.19",%,"",Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d13-7115-988f-5dfeade60ec3-123-180086404381||SPEC-00023863|2|||||","0196c2da-5d13-7115-988f-5dfeade60ec3","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404381||SPEC-00023863|2|||||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Basic Peak 6,"40Â°C/75%RH","3 Months",<3.0,"0.00",%,"",Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d13-71c1-9a81-76fa18854b5d-123-180086404379|GLO|SPEC-00023863|2||>|-99999||","0196c2da-5d13-71c1-9a81-76fa18854b5d","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404379|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Main Peak,"40Â°C/75%RH","3 Months","22.6","22.56",%,GLO,Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d13-74b7-8651-cc0ffd0c5e71-123-180086404385|GLO|SPEC-00023863|2||>|-99999||","0196c2da-5d13-74b7-8651-cc0ffd0c5e71","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404385|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Sum of Acidic Peaks,"40Â°C/75%RH","3 Months","72.2","72.23",%,GLO,Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d14-7b04-a847-cef210a2cf49-123-180086404387|GLO|SPEC-00023863|2||>|-99999||","0196c2da-5d14-7b04-a847-cef210a2cf49","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404387|GLO|SPEC-00023863|2||>|-99999||",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,CIEF,Sum of Basic Peaks,"40Â°C/75%RH","3 Months","5.2","5.19",%,GLO,Report Results,Fail
"01968265-dd3a-7ecf-97ba-98a42721ed68-0196c2da-5d18-701f-8998-dbcb24a324f8-123-180086404395|GLO|SPEC-00023863|2||>=|60|<=|140","0196c2da-5d18-701f-8998-dbcb24a324f8","01968265-dd3a-7ecf-97ba-98a42721ed68",CypressTC3 – Streamer Test,"123",2025-05-12 00:00:00.000,"180086404395|GLO|SPEC-00023863|2||>=|60|<=|140",Study-181251,"128388_FormC","128388_FormC","18975905",Malvern_API-L,Cork_API-L,BIOASSAY 1,cMET Binding,"40Â°C/75%RH","3 Months","94","94",%,GLO,"60-140% activity relative to Reference Material",Pass
